"日期","X1","year"
"10月30日","-14時，總統蔡英文出席「2021小英總統與高中生面對面論壇」，華南銀行總行大樓國際會議中心2樓（台北市信義區松仁路123號）。","2021"
"10月31日","-10時，總統蔡英文出席「台灣議會設置請願運動百年展暨民主時刻館啟用典禮」，立法院民主議政園區（台中市霧峰區中正路734號）。","2021"
"10月31日","-14時，總統蔡英文出席「海洋文化及流行音樂中心開幕儀式」，高雄流行音樂中心（高雄市鹽埕區真愛路一號）。","2021"
"11月1日","-10時，總統蔡英文主持「2021年總統科學獎」頒獎典禮，總統府。","2021"
"11月4日","-9時30分，總統蔡英文接見「歐洲議會『外來勢力干預歐盟民主程序（含假訊息）』特別委員會官方代表團」，總統府。","2021"
"11月4日","-11時，總統蔡英文接見「第3屆國家企業環保獎獲獎企業暨110年度模範環境保護專責及技術人員」，總統府。","2021"
"11月5日","-9時50分，總統蔡英文出席「2021台北國際旅展開幕典禮」，南港展覽館一館（台北市南港區經貿二路1號）。","2021"
"11月5日","-11時，總統蔡英文出席「城隍建廟140周年暨城隍爺聖誕祝壽大典」，台北府城隍廟（台北市松山區虎林街3號）。","2021"
"11月6日","-15時，總統蔡英文出席「第74屆醫師節慶祝大會暨資深醫師及醫療典範獎頒獎典禮」，圓山大飯店12樓宴會廳（台北市中山區中山北路四段1號）。","2021"
"11月7日","-18時，總統蔡英文於聯合國氣候變化綱要公約第26屆締約方大會（COP26）台灣日活動致詞，駐英國代表處臉書直播。","2021"
"11月8日","-9時，總統蔡英文出席「大肚山產業跨域創新高峰論壇」開幕式，清新溫泉飯店（台中市烏日區溫泉路2號）。","2021"
"11月8日","-9時55分，總統蔡英文出席「台灣國立大學系統啟動典禮」，國立中興大學國際會議廳（台中市南區興大路145號）。","2021"
"11月9日","-14時，總統蔡英文出席「世界宗教博物館20周年慶暨世界宗教和諧日活動」，世界宗教博物館（新北市永和區中山路一段236號7樓）。","2021"
"11月9日","-15時，總統蔡英文出席「第30屆國家磐石獎暨第23屆海外台商磐石獎頒獎典禮」，台北君悅酒店3樓凱悅廳（台北市信義區松壽路2號）。","2021"
"11月11日","-10時，總統蔡英文接見「中華民國中醫師公會全國聯合會暨全國各縣市中醫師公會代表」，總統府。","2021"
"11月11日","-14時，總統蔡英文出席「第75屆工業節慶祝大會」，台北國際會議中心大會堂（台北市信義區信義路五段1號）。","2021"
"11月13日","-11時，總統蔡英文會見「宏都拉斯共和國總統葉南德茲閣下伉儷」，總統府。","2021"
"11月15日","-19時25分，總統蔡英文出席「誠實自然：2021年李登輝紀念音樂會」，國家音樂廳（台北市中正區中山南路21-1號）。","2021"
"11月15日","-9時50分，綠色和平「COP26蔡英文宣示獨缺碳定價！ 300張明信片直送總統府，構築臺灣淨零必經之路」，台北賓館旁（台北市中正區凱達格蘭大道一號）。","2021"
"11月16日","-10時，總統蔡英文接見「社團法人中國工程師學會110年度各項獎章得獎人」，總統府11時，外交部線上記者會。","2021"
"11月16日","-13時40分，總統蔡英文出席「第十屆工研院院士授證典禮」，張榮發國際會議中心11樓1101室（臺北市中正區中山南路11號）。","2021"
"11月18日","-9時35分，總統蔡英文出席「空軍F-16V型機接裝典禮」，嘉義基地。","2021"
"11月19日","-11時，總統蔡英文接見「第23、24屆全球熱愛生命獎章得主暨家屬」，總統府（台北市中正區重慶南路一段122號，中央社、2家輪值電視台入府拍攝，總統府提供新聞稿）。","2021"
"11月19日","-13時50分，總統蔡英文出席「國家住都中心高雄市鳳山區社會住宅新建統包工程開工典禮」，鳳松安居基地（高雄市鳳山區鳳松路163號對面）。","2021"
"11月19日","-13時45分，總統蔡英文和行政院長蘇貞昌、高雄市長陳其邁出席高雄市鳳山區鳳松．鳳誠安居社會住宅開工動土典禮，高雄市鳳山區鳳松路鳳松安居（鳳松路163號對面）。","2021"
"11月20日","-16時45分，總統蔡英文出席「六堆300紀念大會」，六堆紀念公園（屏東縣內埔鄉中興路2-1號旁）。","2021"
"11月20日","-17時45分，總統蔡英文出席「2021屏東縣原住民族收穫節」，屏東市千禧公園（屏東縣屏東市廣東路側草坪）。","2021"
"11月25日","-7時30分，總統蔡英文視察「觀新藻礁生態系」，桃園市動物保護園區前海堤。","2021"
"11月25日","-8時，總統蔡英文視察「大潭藻礁生態系」，大潭藻礁。","2021"
"11月25日","-8時25分，總統蔡英文視察「大潭電廠」，大潭電廠。","2021"
"11月29日","-10時，總統蔡英文接見「波海三國國會友台小組主席及國會議員聯合訪問團」，總統府。","2021"
"11月29日","-11時，總統蔡英文接見「109年度績優捐血人代表」，總統府。","2021"
"11月30日","-15時，總統蔡英文出席「第11屆總統文化獎頒獎典禮」，圓山大飯店12樓宴會廳（台北市中山區中山北路四段1號）。","2021"
"12月1日","-10時，總統蔡英文接見「2021年開放國會論壇」，總統府13時25分，行政院長蘇貞昌出席「110年全國性社會團體公益貢獻獎及績優職業團體表揚大會」暨「社會創新與後疫情時代之永續發展研討會」，財團法人張榮發基金會國際會議中心1101會議室（台北市中正區中山南路11號11樓）。","2021"
"12月3日","-13時30分，總統蔡英文出席「李國鼎紀念論壇」，台北國際會議中心101室（台北市信義區信義路五段1號）。","2021"
"12月4日","-10時30分，總統蔡英文出席「2021年世界人權日」開幕典禮，國家人權博物館白色恐怖景美紀念園區（新北市新店區復興路131號）。","2021"
"12月4日","-15時30分，總統蔡英文出席「2021台灣永續行動周開幕儀式」，國父紀念館中山公園廣場（台北市仁愛路四段505號）。","2021"
"12月5日","-18時30分，總統蔡英文出席「中華民國藥師公會全國聯會第14屆第3次會員代表大會晚宴」，鉅星匯國際宴會廳2樓晶鑽廳（台北市中山區新生北路二段28號）。","2021"
"12月7日","-9時30分，總統蔡英文出席「2021南島民族論壇」，圓山大飯店12樓大會廳（台北市中山區中山北路四段一號）。","2021"
"12月7日","-10時30分，總統蔡英文接見「國際青年商會中華民國總會第69屆重要幹部」，總統府。","2021"
"12月7日","-11時30分，總統蔡英文接見「2021客家貢獻獎」得獎者，總統府。","2021"
"12月6日","-10時，總統蔡英文出席「亞灣新創園暨5G AIoT專案辦公室開幕啟動儀式」，高雄軟體園區鴻海研發大樓3樓（高雄市前鎮區復興四路10號）。","2021"
"12月6日","-10時，總統蔡英文、高雄市長陳其邁、經濟部次長林全能等人出席亞灣新創園暨5G AIoT專案辦公室開幕啟動儀式，亞灣新創園3樓展演空間（高雄市前鎮區成功二路25號3樓）。","2021"
"12月8日","-10時25分，總統蔡英文出席「2021台灣國際智慧能源週開幕典禮」，南港展覽館二館（台北市南港區經貿二路2號）。","2021"
"12月8日","-19時，總統蔡英文出席「台灣美國商會70周年慶祝活動」，台北賓館（台北市中正區凱達格蘭大道1號）。
	二、政黨社團：","2021"
"12月8日","-13時30分，民進黨主席蔡英文率中常委召開「台灣隊站出來 1218總動員」記者會，民進黨中央黨部9樓大會議室。","2021"
"12月9日","-10時，總統蔡英文接見「國際半導體產業協會（SEMI）暨再生能源產業高階代表」，總統府。","2021"
"12月10日","-10時，總統蔡英文出席「原住民族委員會成立25週年活動」，行政院新莊聯合辦公大樓B1樓國際會議廳（新北市新莊區中平路439號）。","2021"
"12月11日","-10時30分，總統蔡英文出席「第三屆危老都更博覽會開幕式」，中山堂2樓光復廳（台北市中正區延平南路98號）。","2021"
"12月11日","-15時，總統蔡英文出席「水土保持技師公會會員大會」，中興大學農業學院10樓國際會議廳（台中市南區興大路145號）。","2021"
"12月11日","-15時20分，總統蔡英文出席「中興大學102年校慶」，中興大學圖書館7樓國際會議廳（台中市南區興大路145號）。","2021"
"12月12日","-18時15分，總統蔡英文、副總統賴清德出席「2021總統府音樂會」，嘉義縣表演藝術中心民雄演藝廳（嘉義縣民雄鄉建國路二段265號）。
	二、政黨社團：","2021"
"12月14日","-8時30分，總統蔡英文出席「2021年臺美日三邊印太安全對話開幕典禮」，晶華酒店3樓宴會廳（台北市中山區中山北路二段39巷3號）。","2021"
"12月14日","-10時，總統蔡英文接見「台北市進出口商業同業公會」第20屆全體理監事，總統府10時，內政部長徐國勇出席「嘉義市東義路及盧山橋改建工程」首梁祈福典禮，嘉義市盧山橋工地。","2021"
"12月14日","-11時，總統蔡英文接見「第59屆十大傑出青年當選人暨國際青年商會中華民國總會陪同人員」，總統府13時，行政院性別平等處舉辦「110年金馨獎頒獎典禮」，行政院新聞中心。","2021"
"12月14日","-15時30分，總統蔡英文出席「110年公務人員傑出貢獻獎表揚大會」，考試院傳賢樓10樓大禮堂（台北市文山區試院路1號）。
	二、政黨社團：","2021"
"12月15日","-15時30分，總統蔡英文訪視「永安LNG冷排水養殖試驗場」，永安LNG冷排水養殖試驗場（高雄市永安區石斑路121號）。","2021"
"12月15日","-15時50分，總統蔡英文訪視「永安石斑養殖魚業」，何理事長硬式出口蓄養池（高雄市永安區新興街66號對面）。
	二、政黨社團：","2021"
"12月16日","-9時30分，總統蔡英文接見「法國國民議會友台小組主席戴扈傑訪團」，總統府。","2021"
"12月16日","-16時，總統蔡英文出席「台灣工具機暨零組件工業同業公會第五屆第3次會員大會」，潮港城三樓帝國廳（台中市南屯區環中路四段2號）。","2021"
"12月18日","-9時，民進黨主席蔡英文前往「110年全國性公民投票」投開票所投票，秀朗國小123教室（新北市永和區得和路202號）。","2021"
"12月23日","-9時，總統蔡英文出席「國家住都中心社會住宅統包工程動土典禮」，萬華華江停車場（台北市萬華區環河南路二段250巷42弄/華江國小西南側）。","2021"
"12月23日","-11時，總統蔡英文接見「2021第14屆崇越論文大賞特優及優等論文得獎博碩士生及主辦單位」，總統府。","2021"
"12月23日","-14時，總統蔡英文、內政部長徐國勇出席「內政部警政署署務會報」，圓山大飯店10樓國際會議廳（台北市中山區中山北路四段1號）。","2021"
"12月24日","-10時，總統蔡英文出席「台灣大學重點科技研究學院揭牌典禮」，台灣大學綜合教學館台大講堂（台北市大安區羅斯福路四段1號）。","2021"
"12月24日","-14時，總統蔡英文出席「科技部資安暨智慧科技研發大樓聯合啟用典禮」，沙崙綠能智慧科學城（台南市歸仁區歸仁十三路一段6號）。","2021"
"12月24日","-15時30分，總統蔡英文出席「橋頭科學園區選地招商啟動典禮」，高雄橋頭科學園區。","2021"
"12月24日","-18時30分，總統蔡英文出席「2021年福至平安祈福燈會」，台南市議會（台南市安平區永華路二段2號）。
	二、政黨社團：","2021"
"12月24日","-15時20分，總統蔡英文、行政院副院長沈榮津、高雄市長陳其邁、科技部長吳政忠、內政部長徐國勇、經濟部長王美花出席「橋頭科學園區選地招商啟動典禮」，高雄橋頭科學園區。","2021"
"12月25日","-10時，總統蔡英文出席「新竹科學園區X基地第一軟體大樓開工動土典禮」，新竹科學園區X基地第一軟體大樓預定地（新竹市公道五路三段北側/台肥公司第二期市地重劃D6用地）。
	二、政黨社團：","2021"
"12月26日","-14時，總統蔡英文出席「2021總統盃黑客松頒獎典禮」，總統府大禮堂（台北市中正區重慶南路1段122號）。","2021"
"12月27日","-10時30分，總統蔡英文出席「國立清華大學半導體研究學院揭牌典禮」，清華大學台積館孫運璿演講廳（新竹市東區光復路二段101號）。","2021"
"12月27日","-14時，總統蔡英文出席「第51屆全國技能競賽－金、銀、銅牌選手大會師活動」，晶華酒店3樓宴會廳（臺北市中山北路二段39巷3號）。
	二、政黨社團：","2021"
"12月28日","-9時35分，總統蔡英文出席「111年上半年陸海空軍將官晉任布達暨授階典禮」，國防部聯演中心博愛樓（臺北市中山區北安路409號）。","2021"
"12月28日","-11時，總統蔡英文接見「中華民國第61屆中小學科學展覽會」第一名作者師生暨「2021年臺灣國際科學展覽會」正選代表，總統府。","2021"
"12月29日","-18時30分，總統蔡英文出席「台灣社會福利總盟聯合感恩餐會」，大直典華會館6樓花田盛事廳（台北市中山區植福路8號）。","2021"
"12月30日","-9時，總統蔡英文出席「國防部全民防衛動員署揭牌典禮」，忠愛營區（台北市中正區博愛路172號）。","2021"
"1月1日","-6時21分，總統蔡英文出席「111年元旦總統府升旗典禮」，總統府府前廣場。","2022"
"1月1日","-8時40分，總統蔡英文發表「2022新年談話」，總統府大禮堂。

二、政黨社團：","2022"
"1月2日","-16時40分，民進黨主席蔡英文出席台中第二選區立委補選「溫柔堅定挺靜儀」沙鹿大造勢，林靜儀沙鹿競選辦公室前（台北市沙鹿區中山路537號）。

二、國會：","2022"
"1月3日","-10時，總統蔡英文接見「第25屆3100英哩超級馬拉松競賽選手羅維銘等代表」，總統府11時，總統蔡英文接見「第29屆中華建築金石獎得獎企業與地方政府獲獎單位代表」，總統府13時30分，副總統賴清德出席「藥師公會全聯會6樓會館落成典禮」，中華民國藥師公會全聯會6樓會館（台北市中山區民權東路一段67號6樓）。

二、政黨社團：","2022"
"1月4日","-9時30分，總統蔡英文出席「法務部調查局調查班第58期結業典禮」，法務部調查局中華園區大禮堂（新北市新店區中華路74號）。","2022"
"1月4日","-9時30分，總統蔡英文出席法務部調查局調查班第58期結業典禮，調查局（新北市新店區中華路74號）。","2022"
"1月5日","-18時30分，總統蔡英文出席「台北內湖科技園區發展協會20週年慶暨歲末聯歡晚會」，圓山大飯店12F宴會廳（台北市中山區中山北路四段1號）。
	二、政黨社團：","2022"
"1月6日","-10時，總統蔡英文接見「第26屆國家品質獎得獎企業代表」，總統府。","2022"
"1月6日","-14時，民進黨主席蔡英文赴台北市廣照宮祈福參拜，廣照宮（台北市萬華區長泰街54號）。
	三、國會：","2022"
"1月7日","-9時，總統蔡英文出席「2022電器空調影音3C年終購物展開幕典禮記者會」，台北世貿中心展覽一館（台北市信義區信義路五段5號）。","2022"
"1月7日","-10時，總統蔡英文出席「國家電影及視聽文化中心開館典禮」，國家電影及視聽文化中心（新北市新莊區文藝路2號）。","2022"
"1月7日","-10時，國家電影及視聽文化中心開館典禮（總統蔡英文、行政院院長蘇貞昌、文化部長李永得、新北市長侯友宜、影視聽中心董事長藍祖蔚及執行長王君琦），國家電影及視聽文化中心大影格（新北市新莊區文藝路2號）。","2022"
"1月8日","-15時，總統蔡英文視察「中央流行疫情指揮中心」衛福部疾管署（台北市中正區林森南路6號）。
	二、政黨社團：","2022"
"1月8日","20時，民進黨主席蔡英文出席台中第二選區立委補選「溫柔堅定挺靜儀」選前之夜，日出廣場（烏日區高鐵東一路111號）。","2022"
"1月8日","-21時40分，民進黨主席蔡英文出席「終結惡戰」團結之夜」，龍山寺廣場前（台北市萬華區廣州街211號）。
	三、國會：","2022"
"1月11日","-10時，總統蔡英文接見「110年全國模範公務人員代表」，總統府10時50分，行政院副院長沈榮津出席「中華民國太陽光電產業永續發展協會成立大會」，台灣金融研訓院菁業堂（台北市中正區羅斯福路三段62號2F）。","2022"
"1月13日","-9時5分，總統蔡英文聽取「0111專案」搜救進度簡報暨探視家屬。","2022"
"1月13日","-10時10分，總統蔡英文出席「111年全國大專校院校長會議開幕典禮」，雲林科技大學（雲林縣斗六市大學路三段123號）。","2022"
"1月13日","-10時40分，總統蔡英文參香「南聖宮」，南聖宮（雲林縣斗六市南聖路301號）。","2022"
"1月14日","-9時40分，總統蔡英文出席「海軍一九二艦隊第一、二布雷艇中隊成軍典禮」，海軍左營基地水星碼頭。","2022"
"1月15日","-7時30分，總統蔡英文施打疫苗，台大醫學院體育館（台北市中正區仁愛路一段1號）。","2022"
"1月15日","-15時，總統蔡英文出席「佮你逗陣藝文聯誼茶會」，台北賓館（台北市凱達格蘭大道1號）。","2022"
"1月17日","-11時，總統蔡英文接見「社團法人台灣電子設備協會理事長等幹部」，總統府8時45分，動物保護立法運動聯盟召開動保入憲記者會，立法院群賢樓門口。","2022"
"1月18日","-10時，總統蔡英文接見「110年鳳凰獎楷模得獎人」，總統府。","2022"
"1月21日","-9時15分，總統蔡英文春節勗勉「陸軍台東地區指揮部」（太平營區）。","2022"
"1月21日","-11時，總統蔡英文春節勗勉「空軍第七飛行訓練聯隊暨與重要幹部及官兵代表會餐」（志航基地）。","2022"
"1月21日","-14時30分，總統蔡英文出席公平交易委員會成立30週年慶祝茶會，財團法人張榮發基金會國際會議中心11樓1101會議室（台北市中正區中山南路11號）。
	二、政黨社團：","2022"
"1月22日","-9時40分，總統蔡英文出席「經國七海文化園區暨蔣經國總統圖書館開幕典禮」，經國七海文化園區（台北市中山區北安路301號）。","2022"
"1月23日","-15時，民進黨主席蔡英文出席「亞洲民主保衛戰 第四屆兩岸情勢兵推營」結業式，台北沃田旅店505教室（台北市士林區中山北路七段127號）。
	二、國會：","2022"
"1月24日","-10時，總統蔡英文接見「中華民國汽車商業同業公會全國聯合會代表」，總統府。
	二、政黨社團：","2022"
"1月25日","-10時，總統蔡英文接見「第23屆國家建築金質獎及第18屆國家品牌玉山獎得獎代表」，總統府10時，國防部春節期間「外離島軍民運輸作業」及「國軍醫院醫療服務不中斷」線上說明會。","2022"
"1月27日","-13時30分，總統蔡英文出席「2021 NHQA國家醫療品質獎頒獎典禮」，張榮發基金會國際會議中心11F（台北市中正區中山南路11號）。","2022"
"1月28日","-14時，總統蔡英文春節慰勉中央氣象局，中央氣象局（台北市中正區公園路64號）。
	二、國會：","2022"
"1月29日","-9時40分，總統蔡英文頒贈「空軍烈士陳奕少校褒揚令」，嘉義基地（嘉義縣水上鄉榮典路1-1號）。","2022"
"1月29日","-10時10分，總統蔡英文春節慰勉海巡署第五巡防區指揮部、第四岸巡隊、嘉義查緝隊及第十三海巡隊，海巡署第五巡防區指揮部（嘉義縣朴子市永和里應菜埔231號）。
	二、文教生活：","2022"
"1月30日","-9時，總統蔡英文視察春節疏運狀況，台北車站特定區聯合防災中心（台北市中正區北平西路3號）。
	二、六都地方：","2022"
"2月1日","-9時，總統蔡英文春節慰勉空軍防空暨飛彈第631營第2連（神雕營區）。","2022"
"2月1日","-9時40分，總統蔡英文春節慰勉消防署救災救護指揮中心及行政院國家搜救指揮中心，中央災害應變中心（新北市新店區北新路三段200號）。","2022"
"2月1日","-10時15分，總統蔡英文春節慰勉台電中央調度中心，台電大樓（台北市中正區羅斯福路三段242號26樓）。","2022"
"2月1日","-10時50分，總統蔡英文春節慰勉台北市政府警察局中正第一分局，中正第一分局（台北市中正區公園路15號）。1110201","2022"
"2月1日","-9時，總統蔡英文春節慰勉空軍防空暨飛彈第631營第2連（神雕營區）。","2022"
"2月1日","-9時40分，總統蔡英文春節慰勉消防署救災救護指揮中心及行政院國家搜救指揮中心，中央災害應變中心（新北市新店區北新路三段200號）。","2022"
"2月1日","-10時15分，總統蔡英文春節慰勉台電中央調度中心，台電大樓（台北市中正區羅斯福路三段242號26樓）。","2022"
"2月1日","-10時50分，總統蔡英文春節慰勉台北市政府警察局中正第一分局，中正第一分局（台北市中正區公園路15號）。1110201","2022"
"2月2日","-9時，總統蔡英文春節慰勉基隆港務消防隊，基隆港務消防隊（基隆市中山區中山二路117號）。","2022"
"2月2日","-10時10分，總統蔡英文春節慰勉陸軍機步二六九旅聯兵三營，金龍營區（桃園市龜山區復興街306號）。","2022"
"2月2日","-11時20分，總統蔡英文春節慰勉新竹市立動物園飼育員，新竹市立動物園（新竹市東區食品路66號）。1110202","2022"
"2月3日","-9時30分，總統蔡英文春節慰勉台南市警察局歸仁分局，台南市警察局歸仁分局（台南市歸仁區中正南路一段1209號）。","2022"
"2月3日","-10時35分，總統蔡英文春節慰勉海軍陸戰隊99旅3營步8連，子儀營區（高雄市林園區林內路2巷旁）。
	二、六都地方：","2022"
